celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm,avg_judge_score,std_judge_score,min_judge_score,max_judge_score,score_range,score_trend,score_improvement,avg_judge_disagreement,max_judge_disagreement,performance_consistency,n_weeks_with_scores,total_judge_scores,score_trend_r2
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,-0.377299627,-0.377299627,-0.377299627,-0.377299627,-0.934538627,-0.934538627,-0.934538627,-0.934538627,-0.93708431,0.278592633,-0.93708431,-0.93708431,-0.839181358,-0.839181358,0.083918136,0,-0.822108307,-0.822108307,-0.822108307,0,-1.347506016,-0.432218911,-0.432218911,-1.347506016,-0.207778262,-1.157621746,-1.157621746,-0.207778262,-1.104925929,-0.401786985,-0.401786985,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.691018365,0.409078966,-1.347506016,0.278592633,1.626098649,-0.019209463,-0.258867006,0.174786375,0.369467607,0.1875663,8,29,0.062932077
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,0.712677074,-0.377299627,-0.377299627,0.712677074,0.280361588,0.280361588,0.280361588,0.280361588,1.494269576,1.494269576,1.494269576,1.494269576,0.083918136,-0.839181358,0.083918136,0,-0.822108307,-0.822108307,-0.822108307,0,0.483068194,1.398355299,0.483068194,0.483068194,1.691908705,0.742065221,0.742065221,1.691908705,0.301351958,0.301351958,0.301351958,0,-0.919866211,-0.919866211,1.087114613,-0.919866211,-2.480153784,-0.862662186,-0.862662186,0,-0.427282976,0.376943422,0.376943422,0.376943422,0.201918957,0.925207208,-2.480153784,1.691908705,4.172062489,-0.084868811,0.008198099,0.293727896,1.006993007,0.843517167,11,40,0.111352782
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,1.802653775,1.802653775,0.712677074,1.802653775,1.495261803,1.495261803,1.495261803,1.495261803,0.278592633,1.494269576,1.494269576,1.494269576,1.930117124,1.930117124,1.930117124,0,-0.822108307,0.763386285,-0.822108307,0,0.483068194,0.483068194,0.483068194,1.398355299,-1.157621746,-0.207778262,0.742065221,0.742065221,1.004490901,1.004490901,1.004490901,0,1.087114613,1.087114613,1.087114613,1.087114613,0.754829412,0.754829412,0.754829412,0,0.376943422,1.181411112,0.376943422,1.181411112,0.93705067,0.744952297,-1.157621746,1.930117124,3.08773887,-0.077766438,-0.750982333,0.250599128,0.837931034,0.647051013,11,40,0.158891276
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,-0.377299627,-0.377299627,-0.377299627,-0.377299627,-0.934538627,-0.934538627,-0.934538627,-0.934538627,0.278592633,-0.93708431,-0.93708431,-0.93708431,0.083918136,0.083918136,0.083918136,0,-0.822108307,-0.822108307,-0.822108307,0,-1.347506016,-1.347506016,-1.347506016,-1.347506016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.699300359,0.503710314,-1.347506016,0.278592633,1.626098649,-0.108475936,-0.970206389,0.061577935,0.369467607,0.491433784,6,22,0.17053159
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,-1.467276329,-1.467276329,-1.467276329,-1.467276329,-0.934538627,-2.149438842,-0.934538627,-2.149438842,-0.93708431,-2.152761253,-0.93708431,-0.93708431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.416756203,0.502799727,-2.152761253,-0.934538627,1.218222626,0.113136392,0.226272783,0.287153928,0.491994177,0.156723429,3,12,0.521118864
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,1.802653775,1.802653775,0.712677074,1.802653775,0.280361588,0.280361588,0.280361588,1.495261803,0.278592633,0.278592633,1.494269576,0.278592633,1.00701763,1.00701763,1.930117124,0,2.348880878,0.763386285,2.348880878,0,1.398355299,0.483068194,0.483068194,1.398355299,1.691908705,0.742065221,0.742065221,1.691908705,1.473203321,1.473203321,1.473203321,0,-0.919866211,-0.919866211,-0.919866211,-0.919866211,-0.862662186,0.754829412,0.754829412,0,0.376943422,0.376943422,0.376943422,1.181411112,0.813062771,0.890506299,-0.919866211,2.348880878,3.268747089,-0.100252172,-0.952099255,0.342846691,0.872093023,0.768278185,11,40,0.187302365
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,0.712677074,-0.377299627,-0.377299627,0.712677074,1.495261803,0.280361588,0.280361588,1.495261803,0.278592633,-0.93708431,-0.93708431,-0.93708431,-1.762280852,-1.762280852,-1.762280852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.239833412,1.105035342,-1.762280852,1.495261803,3.257542655,-0.73108855,-1.929969576,0.314369547,0.491994177,1.136368109,4,15,0.6898436
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,0.712677074,-1.467276329,-0.377299627,0.712677074,-0.934538627,0.280361588,-0.934538627,0.280361588,-0.93708431,-0.93708431,-2.152761253,-0.93708431,0.083918136,-0.839181358,0.083918136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.490862344,0.82755606,-2.152761253,0.712677074,2.865438327,-0.127084376,-0.118976243,0.558636113,1.089045109,0.519227349,4,15,0.099843075
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,0.712677074,-0.377299627,-0.377299627,1.802653775,0.280361588,1.495261803,0.280361588,0.280361588,-0.93708431,0.278592633,-0.93708431,0.278592633,0.083918136,-0.839181358,0.083918136,0,0.763386285,-0.822108307,0.763386285,0,1.398355299,1.398355299,1.398355299,1.398355299,-1.157621746,-0.207778262,0.742065221,0.742065221,0.301351958,0.301351958,0.301351958,0,1.087114613,1.087114613,1.087114613,1.087114613,-0.862662186,-0.862662186,0.754829412,0,-2.437969617,-1.231509374,-1.231509374,-1.231509374,0.166877181,0.983565087,-2.437969617,1.802653775,4.240623392,-0.076388485,-1.973307334,0.466875591,1.089045108,0.786147333,11,40,0.103858151
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,0.712677074,-0.377299627,-0.377299627,-0.377299627,1.495261803,0.280361588,1.495261803,1.495261803,1.494269576,0.278592633,1.494269576,0.278592633,1.00701763,0.083918136,0.083918136,0,0.763386285,0.763386285,0.763386285,0,-1.347506016,-0.432218911,-0.432218911,-1.347506016,-0.207778262,-0.207778262,0.742065221,-0.207778262,-1.104925929,-1.104925929,-1.104925929,0,1.087114613,1.087114613,-0.919866211,-0.919866211,0.754829412,0.754829412,0.754829412,0,0,0,0,0,0.20003195,0.891083983,-1.347506016,1.495261803,2.842767819,-0.077057661,0.859634864,0.329012714,1.342657343,0.755893831,10,36,0.095262392
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,-0.256805093,-1.137279699,-1.137279699,-1.137279699,-0.845154255,-0.845154255,0.169030851,-0.845154255,-1.111061012,-1.111061012,-1.111061012,-1.111061012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.873276679,0.416049948,-1.137279699,0.169030851,1.30631055,-0.096949982,-0.193899964,0.150317247,0.257142857,0.262492365,3,12,0.136414996
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,-1.137279699,-1.137279699,-1.137279699,-1.137279699,-0.845154255,-1.85933936,-0.845154255,-1.85933936,-1.111061012,-1.111061012,-1.111061012,-1.111061012,-1.304210347,-1.304210347,-1.304210347,-1.304210347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.226199466,0.28297471,-1.85933936,-0.845154255,1.014185105,-0.025960615,-0.166930648,0.085714286,0.342857142,0.119912772,4,16,0.078117406
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,0.623669513,0.623669513,0.623669513,0.623669513,1.183215957,-0.845154255,1.183215957,1.183215957,1.764626314,0.806063872,0.806063872,0.806063872,-0.170114393,0.963981561,0.963981561,0.963981561,-0.479808115,-0.479808115,0.599760144,0.599760144,0.875473787,1.612714872,0.875473787,1.612714872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.721670886,0.651587828,-0.845154255,1.764626314,2.609780569,0.025383857,0.620424817,0.358248223,1.028571429,0.407220213,6,24,0.013599553
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,0.623669513,0.623669513,0.623669513,0.623669513,0.169030851,0.169030851,0.169030851,0.169030851,0.806063872,1.764626314,0.806063872,0.806063872,-0.170114393,0.963981561,-0.170114393,-0.170114393,0.599760144,0.599760144,0.599760144,0.599760144,0.138232703,0.138232703,-0.599008381,0.138232703,-0.035737084,-0.035737084,-0.035737084,-0.035737084,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.352822848,0.476246236,-0.599008381,1.764626314,2.363634695,-0.101942177,-0.659406597,0.098162143,0.321543408,0.411424248,7,28,0.286506728
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,-0.256805093,-1.137279699,-1.137279699,-0.256805093,1.183215957,-1.85933936,1.183215957,0.169030851,-1.111061012,-1.111061012,-1.111061012,-1.111061012,-0.170114393,-0.170114393,-0.170114393,-0.170114393,-1.559376374,-0.479808115,-0.479808115,-1.559376374,-0.599008381,0.138232703,-1.336249465,-1.336249465,-1.536694633,-1.536694633,-0.536056267,-1.536694633,-1.28282801,-1.80643128,-1.28282801,-1.80643128,0,0,0,0,0,0,0,0,,,,,-0.805407817,0.798432023,-1.85933936,1.183215957,3.042555317,-0.155680845,-0.847587249,0.442997588,2.057142857,0.571037978,8,32,0.445955602
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,1.504144118,1.504144118,1.504144118,1.504144118,0.169030851,0.169030851,0.169030851,1.183215957,-0.15249857,0.806063872,1.764626314,0.806063872,0.963981561,0.963981561,0.963981561,0.963981561,0.599760144,0.599760144,1.679328403,1.679328403,0.138232703,0.138232703,0.138232703,0.875473787,1.465220464,0.464582098,0.464582098,0.464582098,0.287981798,0.287981798,0.287981798,0.287981798,1.032676457,1.032676457,1.032676457,1.032676457,0,0,0,0,,,,,0.799361541,0.541459489,-0.15249857,1.764626314,1.917124884,-0.05189566,-0.471467661,0.182710418,0.612561303,0.408046489,9,36,0.12131208
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,0.623669513,0.623669513,0.623669513,0.623669513,0.169030851,-0.845154255,0.169030851,0.169030851,0.806063872,-0.15249857,0.806063872,0.806063872,-1.304210347,-0.170114393,-0.170114393,-0.170114393,-1.559376374,-1.559376374,-0.479808115,-1.559376374,-1.336249465,0.138232703,-1.336249465,-1.336249465,-1.03637545,-1.03637545,-1.03637545,-1.03637545,-0.759224741,-0.759224741,-0.235621471,-0.759224741,-0.911185109,-1.883115892,-0.911185109,-1.883115892,-1.510919549,-1.510919549,-0.686837806,-1.510919549,,,,,-0.597192325,0.830597029,-1.883115892,0.806063872,2.689179764,-0.205731242,-1.928568626,0.2196489,0.543524416,0.751226748,10,40,0.687495483
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,1.504144118,0.623669513,1.504144118,1.504144118,1.183215957,1.183215957,1.183215957,1.183215957,-0.15249857,-0.15249857,-0.15249857,-0.15249857,2.098077515,0.963981561,2.098077515,2.098077515,-1.559376374,-0.479808115,0.599760144,-0.479808115,0.138232703,1.612714872,0.138232703,0.138232703,0.464582098,0.464582098,1.465220464,0.464582098,0.811585068,0.287981798,0.811585068,0.811585068,0.060745674,-0.911185109,1.032676457,1.032676457,0.961572929,0.137243937,0.961572929,0.961572929,,,,,0.66109865,0.817204703,-1.559376374,2.098077515,3.657453889,-0.054909614,-0.528534786,0.319052274,0.86592866,0.67646034,10,40,0.060398136
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,-1.137279699,-2.017754305,-2.017754305,-2.017754305,-0.845154255,-1.85933936,-0.845154255,-1.85933936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.574941231,0.535422467,-2.017754305,-0.845154255,1.17260005,0.445388846,0.445388846,0.268333013,0.342857142,0.314937473,2,8,1
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,-0.256805093,-0.256805093,-0.256805093,-0.256805093,0.169030851,0.169030851,0.169030851,0.169030851,-1.111061012,-0.15249857,-0.15249857,-1.111061012,-0.170114393,-1.304210347,-1.304210347,-0.170114393,-0.479808115,-0.479808115,-0.479808115,-0.479808115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.387304904,0.474290302,-1.304210347,0.169030851,1.473241198,-0.135219927,-0.223003022,0.147001039,0.428724544,0.359605594,5,20,0.353482991
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,0.623669513,-0.256805093,0.623669513,0.623669513,1.183215957,1.183215957,1.183215957,1.183215957,0.806063872,0.806063872,1.764626314,1.764626314,-0.170114393,-1.304210347,-0.170114393,0.963981561,1.679328403,0.599760144,1.679328403,1.679328403,0.875473787,1.612714872,-0.599008381,1.612714872,1.465220464,1.465220464,1.465220464,1.465220464,1.335188337,0.811585068,1.335188337,1.335188337,0.060745674,0.060745674,0.060745674,0.060745674,0.961572929,0.137243937,0.137243937,0.961572929,,,,,0.826656973,0.74000841,-1.304210347,1.764626314,3.068836661,-0.01562315,0.145857572,0.303100055,1.087048833,0.583663806,10,40,0.006567848
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,-0.256805093,-0.256805093,-0.256805093,-0.256805093,0.169030851,-1.85933936,0.169030851,-0.845154255,-0.15249857,-1.111061012,-0.15249857,-1.111061012,-0.170114393,-1.304210347,-0.170114393,-1.304210347,0.599760144,-0.479808115,0.599760144,-0.479808115,-1.336249465,-0.599008381,-1.336249465,-1.336249465,-1.03637545,-1.03637545,-0.035737084,-0.035737084,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.54933924,0.64013874,-1.85933936,0.599760144,2.459099504,-0.045237862,-0.279251174,0.362284528,0.942857143,0.379474432,7,28,0.06632021
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,-0.145309548,-0.145309548,-0.145309548,0,1.278724026,0.63105861,-0.016606806,0,-0.483809903,-1.711942733,-1.711942733,0,-0.309359217,-0.309359217,-0.309359217,0,-0.811906907,-0.811906907,-0.811906907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.387616437,0.765485311,-1.711942733,1.278724026,2.990666759,-0.227361255,-0.666597359,0.184448115,0.502770083,0.727957618,5,15,0.243871322
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,0.988104929,-0.145309548,-0.145309548,0,1.278724026,0.63105861,1.926389442,0,-0.483809903,-0.483809903,-0.483809903,0,-0.309359217,-0.309359217,-0.309359217,0,1.507827112,0.347960103,1.507827112,0,-1.260252076,-0.420084025,-0.420084025,-0.420084025,1.577986008,1.577986008,1.577986008,0,0.408529744,-0.259973473,0.408529744,0,-0.707106781,-1.414213562,0,0,0.011206382,-1.450846104,0.011206382,0.74256162,,,,,0.176810087,0.941577534,-1.450846104,1.926389442,3.377235546,-0.07729168,-0.403963208,0.271787933,0.84633278,0.885001552,10,31,0.069917979
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,2.121519407,0.988104929,0.988104929,0,1.278724026,1.278724026,1.278724026,0,1.972455758,-0.483809903,1.972455758,0,2.607456256,1.149048519,2.607456256,0,1.507827112,1.507827112,1.507827112,0,1.260252076,0.420084025,1.260252076,1.260252076,0.06311944,0.06311944,0.06311944,0,1.745536179,1.745536179,1.745536179,0,0.707106781,0.707106781,1.414213562,0,0.74256162,0.74256162,0.74256162,0.74256162,,,,,1.178372689,0.717931704,-0.483809903,2.607456256,3.091266159,-0.070512604,-0.623348135,0.349141142,2.011080332,0.564438472,10,32,0.143057862
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,-0.145309548,-0.145309548,-0.145309548,0,-0.664272221,-1.311937637,-0.664272221,0,-0.483809903,-0.483809903,-0.483809903,0,-1.767766953,-0.309359217,-0.309359217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.576193818,0.495586947,-1.767766953,-0.145309548,1.622457405,-0.155420595,-0.650185581,0.212201968,0.708984375,0.334008467,4,12,0.360870128
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,0.988104929,0.988104929,-0.145309548,0,-0.664272221,-0.664272221,-0.664272221,0,-0.483809903,-0.483809903,-0.483809903,0,-0.309359217,-0.309359217,-0.309359217,0,0.347960103,0.347960103,0.347960103,0,0.420084025,0.420084025,0.420084025,0.420084025,-1.451747127,-1.451747127,-1.451747127,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.189656758,0.720033163,-1.451747127,0.988104929,2.439852056,-0.113773543,-2.06204723,0.06117278,0.428209459,0.731873401,7,22,0.112776189
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,-1.278724026,-1.278724026,-1.278724026,0,-0.664272221,-1.311937637,-0.016606806,0,-0.483809903,-0.483809903,-0.483809903,0,-0.309359217,-0.309359217,-0.309359217,0,0.347960103,-0.811906907,-0.811906907,0,0.420084025,0.420084025,1.260252076,0.420084025,-1.451747127,-1.451747127,-0.694313843,0,-0.259973473,-0.259973473,-0.259973473,0,0,0,0,0,0,0,0,0,,,,,-0.453662967,0.688272932,-1.451747127,1.260252076,2.711999203,0.091454174,1.018750553,0.154450829,0.448430494,0.597536492,8,25,0.140549546
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,0.988104929,-0.145309548,-0.145309548,0,0.63105861,-0.016606806,0.63105861,0,0.744322928,-0.483809903,-0.483809903,0,1.149048519,1.149048519,1.149048519,0,0.347960103,0.347960103,0.347960103,0,-0.420084025,-0.420084025,-1.260252076,-0.420084025,0.820552724,0.820552724,0.820552724,0,-0.928476691,-0.928476691,-0.928476691,0,0,0.707106781,0.707106781,0,0,0,0,0,,,,,0.177061583,0.734819607,-1.260252076,1.149048519,2.409300595,-0.03536165,0.474611503,0.138585959,0.502770084,0.674879777,9,27,0.020590812
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,-1.278724026,-2.412138504,-1.278724026,0,-1.311937637,-2.607268469,-1.311937637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.700121717,0.630302931,-2.607268469,-1.278724026,1.328544443,-0.087185729,-0.087185729,0.493751724,0.559293988,0.06164962,2,6,1
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,0.988104929,2.121519407,0.988104929,0,0.63105861,0.63105861,0.63105861,0,1.972455758,1.972455758,1.972455758,0,1.149048519,-0.309359217,1.149048519,0,0.347960103,1.507827112,0.347960103,0,1.260252076,1.260252076,1.260252076,1.260252076,-0.694313843,-0.694313843,-0.694313843,0,1.077032961,-0.259973473,0.408529744,0,0.707106781,0,1.414213562,0,0.74256162,0.74256162,0.74256162,0.74256162,,,,,0.818580011,0.768092451,-0.694313843,2.121519407,2.81583325,-0.084657952,-0.623348135,0.228252088,0.708984375,0.700295689,10,31,0.133962748
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,-0.145309548,-1.278724026,-0.145309548,0,-0.016606806,-0.664272221,-0.016606806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.377804826,0.502544546,-1.278724026,-0.016606806,1.26211722,0.290619096,0.290619096,0.284016478,0.42820946,0.205498734,2,6,1
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,-0.145309548,-0.145309548,-0.145309548,0,-0.016606806,-1.311937637,-1.311937637,0,-0.483809903,-0.483809903,-0.483809903,0,-0.309359217,-1.767766953,-1.767766953,0,-1.971773916,-0.811906907,-1.971773916,0,-1.260252076,-2.100420126,-1.260252076,-2.100420126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.044712247,0.754682713,-2.100420126,-0.016606806,2.08381332,-0.302512187,-1.535026553,0.325333829,0.708984375,0.615687409,6,19,0.84495436
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,-0.145309548,-1.278724026,-1.278724026,0,-0.016606806,-0.664272221,-0.016606806,0,0.744322928,-0.483809903,0.744322928,0,-0.309359217,-0.309359217,-0.309359217,0,0.347960103,-0.811906907,-0.811906907,0,-1.260252076,-1.260252076,0.420084025,-1.260252076,0.820552724,0.820552724,0.820552724,0,-0.928476691,-1.596979908,-0.928476691,0,-1.414213562,-1.414213562,-1.414213562,0,-2.547385469,-0.902411925,-0.902411925,-0.902411925,,,,,-0.576548378,0.848767758,-2.547385469,0.820552724,3.367938193,-0.099655047,-0.412736111,0.305056589,0.705882353,0.725281696,10,32,0.17305996
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,0.988104929,0.988104929,0.988104929,0,1.278724026,1.278724026,0.63105861,0,-0.483809903,0.744322928,0.744322928,0,-0.309359217,-0.309359217,-0.309359217,0,-0.811906907,-0.811906907,-0.811906907,0,0.420084025,0.420084025,0.420084025,0.420084025,0.06311944,0.06311944,0.06311944,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.257434248,0.671324006,-0.811906907,1.278724026,2.090630933,-0.18597542,-0.924985489,0.091799083,0.502770084,0.672940994,7,22,0.35642151
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,-1.167748416,0,-1.167748416,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.167748416,0,-1.167748416,-1.167748416,0,0,0,0,0,0,1,2,0
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,-1.167748416,-1.167748416,-1.167748416,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.167748416,0,-1.167748416,-1.167748416,0,0,0,0,0,0,1,3,0
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,-1.167748416,-2.335496832,-1.167748416,0,-1.175009832,-0.491367748,-1.858651916,-1.858651916,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.436382154,0.615186502,-2.335496832,-0.491367748,1.844129084,0.211077535,0.211077535,0.441482373,0.454545454,0.149254356,2,7,1
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,0,-1.167748416,0,0,0.192274336,1.559558505,0.192274336,0.192274336,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193726619,0.96425066,-1.167748416,1.559558505,2.727306921,1.701843794,1.701843794,0.4673665,0.4673665,1.203385287,2,5,1
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,0,0,0,0,-1.175009832,0.192274336,-0.491367748,-1.175009832,-1.690504438,-0.746967077,-1.690504438,-1.690504438,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,0,0,0,0,0.192274336,0.192274336,-0.491367748,-0.491367748,-0.746967077,0.196570283,-1.690504438,0.196570283,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
